,age,prev_year_min_avg,career_min_avg,prev_year_competition_Currie Cup,prev_year_competition_England Championship,prev_year_competition_England Premiership,prev_year_competition_NPC,prev_year_competition_National Rugby Championship,prev_year_competition_Pro D2,prev_year_competition_Super Rugby,prev_year_competition_Top 14,prev_year_competition_United Rugby Championship,competition_Currie Cup,competition_England Championship,competition_England Premiership,competition_NPC,competition_National Rugby Championship,competition_Pro D2,competition_Super Rugby,competition_Top 14,competition_United Rugby Championship,pred
23582,0.38461538461538464,0.9166666666666666,0.8765625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23614,0.46153846153846156,0.5833333333333333,0.45113636363636367,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23626,0.4230769230769231,0.5757352941176471,0.5482142857142857,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23627,0.40384615384615385,0.3375,0.43125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23641,0.5384615384615384,0.7068181818181818,0.5316489361702128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23644,0.5,0.40499999999999997,0.49749999999999994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
23652,0.4423076923076923,0.05,0.05625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23654,0.4230769230769231,0.0625,0.0625,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
23663,0.40384615384615385,0.5458333333333333,0.3555555555555555,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23664,0.38461538461538464,0.26041666666666663,0.26041666666666663,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23675,0.5,0.8941666666666667,0.94375,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23687,0.40384615384615385,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23703,0.46153846153846156,0.9616666666666667,0.8168981481481481,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
23712,0.36538461538461536,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23731,0.40384615384615385,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23742,0.40384615384615385,0.196875,0.2863636363636364,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23748,0.36538461538461536,0.475,0.475,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23761,0.4230769230769231,0.25,0.39416666666666667,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23764,0.40384615384615385,0.4465909090909091,0.4465909090909091,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23776,0.40384615384615385,0.13125,0.13125,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23788,0.36538461538461536,0.7849999999999999,0.7849999999999999,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23809,0.40384615384615385,0.06666666666666667,0.06666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
23824,0.4807692307692308,0.8071428571428572,0.7794407894736842,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
23856,0.4230769230769231,0.7909090909090909,0.8016666666666667,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23868,0.36538461538461536,0.92875,0.92875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23884,0.5,0.913125,0.9486486486486486,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23899,0.4230769230769231,0.9420454545454545,0.86015625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23901,0.40384615384615385,0.8125,0.6799999999999999,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23913,0.5,0.4170454545454546,0.45705128205128204,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
23936,0.40384615384615385,0.9375,0.9375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23950,0.38461538461538464,0.9852272727272726,0.9852272727272726,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23971,0.4230769230769231,0.5809210526315789,0.5809210526315789,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23989,0.5576923076923077,0.9308823529411765,0.8317164179104477,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23991,0.5576923076923077,0.9308823529411765,0.8317164179104477,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23992,0.5384615384615384,0.9274038461538462,0.798,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24063,0.5192307692307693,0.9125,0.7214285714285714,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24066,0.5,0.83125,0.6668367346938775,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
24068,0.46153846153846156,0.51875,0.4426136363636363,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
24096,0.38461538461538464,0.64375,0.64375,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24097,0.38461538461538464,0.64375,0.64375,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24101,0.4423076923076923,0.6416666666666667,0.6393617021276595,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24110,0.36538461538461536,0.5767857142857143,0.5928571428571429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
24126,0.38461538461538464,0.24204545454545454,0.24204545454545454,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24137,0.5384615384615384,0.8604166666666666,0.7326492537313433,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24139,0.5192307692307693,0.595,0.7047727272727273,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24211,0.4807692307692308,0.8229166666666666,0.8863970588235294,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24246,0.5,0.8696428571428572,0.7986413043478261,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24263,0.5769230769230769,0.8925000000000001,0.6906542056074766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24283,0.40384615384615385,0.4525,0.4525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24285,0.40384615384615385,0.4525,0.4525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24293,0.6346153846153846,0.48666666666666664,0.5404513888888889,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
24316,0.4423076923076923,0.057499999999999996,0.057499999999999996,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
24318,0.4807692307692308,0.8724999999999999,0.7699561403508772,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24344,0.4230769230769231,0.7875,0.7875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24368,0.4423076923076923,0.2125,0.2125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24409,0.4423076923076923,0.805952380952381,0.7549107142857143,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24410,0.4230769230769231,0.6017857142857144,0.6017857142857144,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24428,0.5,0.33229166666666665,0.3739678899082569,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
24442,0.38461538461538464,0.1875,0.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24451,0.5384615384615384,0.9017857142857142,0.8662790697674418,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24455,0.5192307692307693,0.5875,0.863132911392405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24459,0.4807692307692308,0.9208333333333334,0.8942129629629629,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24472,0.4423076923076923,0.7145833333333333,0.8090384615384615,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
24480,0.38461538461538464,0.861111111111111,0.8571428571428571,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24513,0.40384615384615385,0.33181818181818185,0.5657608695652174,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24515,0.38461538461538464,0.7802083333333333,0.7802083333333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24522,0.46153846153846156,0.5270833333333333,0.6775,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24523,0.4423076923076923,0.7669642857142857,0.725,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24534,0.4230769230769231,0.44375,0.28869047619047616,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24547,0.36538461538461536,0.1625,0.1625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24560,0.4230769230769231,0.46805555555555556,0.665625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24588,0.40384615384615385,0.4394230769230769,0.4394230769230769,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
24643,0.40384615384615385,0.8170454545454545,0.8708333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24651,0.4423076923076923,0.53125,0.4025,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24667,0.5769230769230769,0.95,0.8662162162162161,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24671,0.5384615384615384,0.9615384615384615,0.8495652173913044,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24674,0.5,0.8805555555555555,0.8157670454545455,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
24775,0.36538461538461536,0.15,0.12083333333333332,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24796,0.36538461538461536,0.50625,0.50625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24822,0.40384615384615385,0.3,0.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24830,0.5384615384615384,0.7769230769230769,0.8962009803921569,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
24874,0.34615384615384615,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24930,0.40384615384615385,0.6961538461538461,0.65,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24932,0.38461538461538464,0.05,0.05,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
24953,0.34615384615384615,0.7,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24957,0.46153846153846156,0.76625,0.7055147058823529,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24962,0.4230769230769231,0.9,0.7453125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24964,0.4230769230769231,0.9,0.7453125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24967,0.36538461538461536,0.4,0.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24974,0.5192307692307693,0.2625,0.3402777777777778,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
24976,0.5,0.22875,0.34326923076923077,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24982,0.46153846153846156,0.485,0.485,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25044,0.38461538461538464,0.2171875,0.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25056,0.40384615384615385,0.0125,0.27708333333333335,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25057,0.38461538461538464,0.1625,0.32999999999999996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25060,0.36538461538461536,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25083,0.4807692307692308,0.24285714285714283,0.4862359550561798,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25086,0.4807692307692308,0.24285714285714283,0.4862359550561798,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25087,0.46153846153846156,0.4471590909090909,0.5316666666666666,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25090,0.4423076923076923,0.4671052631578948,0.566745283018868,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25092,0.4230769230769231,0.6296875,0.6224264705882353,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25108,0.40384615384615385,0.3796875,0.325,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25110,0.38461538461538464,0.17916666666666667,0.17916666666666667,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25119,0.34615384615384615,0.05,0.05,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25136,0.5192307692307693,0.7296875,0.7296875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25197,0.38461538461538464,0.5208333333333333,0.5208333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25207,0.5384615384615384,0.5925,0.615909090909091,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25209,0.5192307692307693,0.4625,0.61825,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25215,0.4807692307692308,0.905,0.708984375,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25228,0.5384615384615384,0.5333333333333333,0.5265384615384615,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
25252,0.5961538461538461,0.58125,0.8606831395348837,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25254,0.5769230769230769,0.7857142857142857,0.8673363095238095,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25271,0.46153846153846156,0.865625,0.8453333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25272,0.4423076923076923,0.7291666666666667,0.8398305084745763,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25292,0.5192307692307693,0.33611111111111114,0.5095338983050848,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25310,0.5192307692307693,0.275,0.3867857142857143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
25324,0.4423076923076923,0.5953125,0.3473684210526316,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25327,0.4423076923076923,0.5953125,0.3473684210526316,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25329,0.4423076923076923,0.5953125,0.3473684210526316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25371,0.5961538461538461,0.6453125,0.684698275862069,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25372,0.5769230769230769,0.6068181818181818,0.6876157407407407,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25420,0.36538461538461536,0.31875,0.31875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25487,0.46153846153846156,0.888888888888889,0.8070652173913043,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25494,0.38461538461538464,0.05,0.25,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
25536,0.36538461538461536,0.415625,0.415625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25549,0.4423076923076923,0.7291666666666667,0.5858928571428572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25574,0.36538461538461536,0.6303571428571428,0.6303571428571428,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25597,0.38461538461538464,0.48,0.46736111111111106,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25639,0.40384615384615385,0.5791666666666667,0.5225,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25654,0.46153846153846156,0.959375,0.959375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25705,0.4423076923076923,0.4913461538461538,0.4913461538461538,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25737,0.38461538461538464,0.6096153846153846,0.6314814814814815,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
25743,0.34615384615384615,0.1125,0.1125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
25756,0.40384615384615385,0.49296875,0.43392857142857144,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25762,0.36538461538461536,0.09375,0.09375,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25792,0.4807692307692308,1.0,0.9393181818181817,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
25801,0.40384615384615385,0.69375,0.6145833333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25802,0.38461538461538464,0.45625,0.45625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
25808,0.5576923076923077,0.9552083333333334,0.8929898648648649,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
25818,0.5,1.0,0.9060141509433961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25872,0.4807692307692308,0.6125,0.46590909090909094,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25929,0.38461538461538464,0.6458333333333333,0.6458333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25934,0.4230769230769231,0.125,0.1625,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25935,0.4230769230769231,0.125,0.1625,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25957,0.38461538461538464,0.8425,0.8425,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25959,0.40384615384615385,0.5375,0.728125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25971,0.46153846153846156,0.8732142857142857,0.9292857142857143,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25981,0.46153846153846156,0.296875,0.7222222222222222,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25983,0.4230769230769231,0.901923076923077,0.901923076923077,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25990,0.5576923076923077,0.6796875,0.7147321428571429,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25991,0.5384615384615384,0.7604166666666667,0.7168560606060607,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26015,0.5384615384615384,0.8625,0.8536016949152542,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26016,0.5192307692307693,0.9791666666666666,0.8529545454545454,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26041,0.38461538461538464,0.7770833333333333,0.81875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26042,0.36538461538461536,0.8294117647058824,0.8326388888888889,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26053,0.46153846153846156,0.8954545454545455,0.871875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26055,0.4423076923076923,0.6125,0.6125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26061,0.4230769230769231,0.5875,0.4142857142857143,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26073,0.38461538461538464,0.36666666666666664,0.409375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26077,0.36538461538461536,0.4520833333333333,0.4520833333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26104,0.36538461538461536,0.6533333333333333,0.6504032258064516,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26119,0.5384615384615384,0.8208333333333334,0.8276574803149606,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26145,0.36538461538461536,0.1375,0.1375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26147,0.36538461538461536,0.1375,0.1375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26178,0.38461538461538464,0.8583333333333334,0.8583333333333334,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26223,0.40384615384615385,0.6359375,0.3734375,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26224,0.38461538461538464,0.153125,0.1109375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26260,0.5576923076923077,0.8760416666666666,0.8496710526315789,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26262,0.5384615384615384,0.8520833333333334,0.8478932584269663,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26278,0.4230769230769231,0.9203947368421053,0.7689236111111111,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26279,0.40384615384615385,0.8630952380952381,0.714622641509434,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26307,0.4230769230769231,0.673611111111111,0.695639534883721,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26329,0.38461538461538464,0.634090909090909,0.634090909090909,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26338,0.38461538461538464,0.25,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26380,0.4807692307692308,0.2861111111111111,0.42339743589743584,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26381,0.46153846153846156,0.5193181818181818,0.4645833333333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26390,0.40384615384615385,0.6714285714285715,0.6714285714285715,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26422,0.46153846153846156,0.7847222222222222,0.7206018518518518,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
26453,0.40384615384615385,0.5291666666666667,0.634,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
26510,0.46153846153846156,0.8387499999999999,0.7881147540983606,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26511,0.46153846153846156,0.8387499999999999,0.7881147540983606,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
26528,0.5192307692307693,0.5104166666666667,0.6053217821782179,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
26541,0.40384615384615385,0.2625,0.125,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
26543,0.40384615384615385,0.2625,0.125,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
26546,0.38461538461538464,0.05625,0.05625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26582,0.4423076923076923,0.931,0.8470930232558139,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26583,0.4230769230769231,0.7305555555555555,0.7305555555555555,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26604,0.4423076923076923,0.8722222222222221,0.69375,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26644,0.38461538461538464,0.87375,0.87375,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
26691,0.36538461538461536,0.2932692307692307,0.2932692307692307,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26713,0.4230769230769231,1.0,0.92734375,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26714,0.40384615384615385,1.0,0.903125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26734,0.5192307692307693,0.6505952380952381,0.559469696969697,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26743,0.5,0.3625,0.4429878048780488,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26744,0.4807692307692308,0.5650000000000001,0.4595588235294118,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26762,0.5769230769230769,0.9262499999999999,0.8058417085427136,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26763,0.5576923076923077,0.7676470588235295,0.7994708994708994,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26819,0.38461538461538464,0.5375,0.5375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26888,0.5961538461538461,0.5635416666666667,0.6286392405063291,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26890,0.5769230769230769,0.6046875,0.6339897260273972,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26966,0.38461538461538464,0.6912499999999999,0.70875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
26973,0.5,0.95390625,0.9586666666666666,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27037,0.46153846153846156,1.0,0.745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27087,0.5769230769230769,0.885,0.901097972972973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27121,0.46153846153846156,0.22000000000000003,0.31160714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27159,0.5,0.32083333333333336,0.42317073170731706,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
27244,0.38461538461538464,0.6902777777777778,0.6902777777777778,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27245,0.38461538461538464,0.6902777777777778,0.6902777777777778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27256,0.46153846153846156,1.0,0.8291666666666666,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27278,0.4423076923076923,0.2875,0.8967592592592594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27318,0.4807692307692308,0.9339285714285713,0.8783783783783784,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
27342,0.5,0.819078947368421,0.922198275862069,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
27346,0.46153846153846156,0.98828125,0.9881249999999999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
27347,0.46153846153846156,0.98828125,0.9881249999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
